requirement_id,domain,level,impl_file,impl_symbol,impl_line,test_file,test_function,gate
CANON-SORT-001,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_SORT_001,TEST
CANON-SORT-001,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-SORT-001,CONFORMANCE
CANON-SORT-002,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_SORT_002,TEST
CANON-SORT-002,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-SORT-002,CONFORMANCE
CANON-SORT-003,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_SORT_003,TEST
CANON-SORT-003,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-SORT-003,CONFORMANCE
CANON-SORT-004,normative,L1,jcs/serialize.go,serializeObject,215,jcs/serialize_test.go,TestSerialize_CANON_SORT_004,TEST
CANON-SORT-004,normative,L3,jcs/serialize.go,serializeObject,215,conformance/harness_test.go,TestConformanceRequirements/CANON-SORT-004,CONFORMANCE
CANON-SORT-005,normative,L1,jcs/serialize.go,compareUTF16Units,286,jcs/serialize_test.go,TestSerialize_CANON_SORT_005,TEST
CANON-SORT-005,normative,L3,jcs/serialize.go,compareUTF16Units,286,conformance/harness_test.go,TestConformanceRequirements/CANON-SORT-005,CONFORMANCE
CANON-STR-001,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_001,TEST
CANON-STR-001,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-001,CONFORMANCE
CANON-STR-002,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_002,TEST
CANON-STR-002,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-002,CONFORMANCE
CANON-STR-003,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_003,TEST
CANON-STR-003,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-003,CONFORMANCE
CANON-STR-004,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_004,TEST
CANON-STR-004,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-004,CONFORMANCE
CANON-STR-005,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_005,TEST
CANON-STR-005,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-005,CONFORMANCE
CANON-STR-006,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_006,TEST
CANON-STR-006,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-006,CONFORMANCE
CANON-STR-007,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_007,TEST
CANON-STR-007,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-007,CONFORMANCE
CANON-STR-008,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_008,TEST
CANON-STR-008,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-008,CONFORMANCE
CANON-STR-009,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_009,TEST
CANON-STR-009,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-009,CONFORMANCE
CANON-STR-010,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_010,TEST
CANON-STR-010,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-010,CONFORMANCE
CANON-STR-011,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_STR_011,TEST
CANON-STR-011,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-011,CONFORMANCE
CANON-STR-012,normative,L1,jcs/serialize.go,serializeString,121,jcs/serialize_test.go,TestSerialize_CANON_STR_012,TEST
CANON-STR-012,normative,L3,jcs/serialize.go,serializeString,121,conformance/harness_test.go,TestConformanceRequirements/CANON-STR-012,CONFORMANCE
CANON-WS-001,normative,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerialize_CANON_WS_001,TEST
CANON-WS-001,normative,L3,jcs/serialize.go,Serialize,51,conformance/harness_test.go,TestConformanceRequirements/CANON-WS-001,CONFORMANCE
CLI-CMD-001,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-CMD-001,CONFORMANCE
CLI-CMD-002,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-CMD-002,CONFORMANCE
CLI-EXIT-001,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunNoCommandExitCode,TEST
CLI-EXIT-001,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-EXIT-001,CONFORMANCE
CLI-EXIT-002,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunUnknownCommandExitCode,TEST
CLI-EXIT-002,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-EXIT-002,CONFORMANCE
CLI-EXIT-003,policy,L1,jcserr/errors.go,Error,61,jcserr/errors_test.go,TestErrorAs,TEST
CLI-EXIT-003,policy,L1,jcserr/errors.go,Error,61,jcserr/errors_test.go,TestErrorFormat,TEST
CLI-EXIT-003,policy,L1,jcserr/errors.go,Error,61,jcserr/errors_test.go,TestErrorFormatNoOffset,TEST
CLI-EXIT-003,policy,L1,jcserr/errors.go,ExitCode,43,jcserr/errors_test.go,TestFailureClassExitCodes,TEST
CLI-EXIT-003,policy,L1,jcserr/errors.go,Unwrap,75,jcserr/errors_test.go,TestErrorUnwrap,TEST
CLI-EXIT-003,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-EXIT-003,CONFORMANCE
CLI-EXIT-004,policy,L1,jcs/serialize.go,Serialize,51,jcs/serialize_test.go,TestSerializeRejectsNilValue,TEST
CLI-EXIT-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunCanonicalizeWriteFailure,TEST
CLI-EXIT-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunVerifySuccessWriteFailure,TEST
CLI-EXIT-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunTopLevelHelpWriteFailure,TEST
CLI-EXIT-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunTopLevelVersionWriteFailure,TEST
CLI-EXIT-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunSubcommandHelpWriteFailure,TEST
CLI-EXIT-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunTopLevelEmitToolIdentityWriteFailure,TEST
CLI-IO-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunCanonicalizeWriteFailure,TEST
CLI-EXIT-004,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-EXIT-004,CONFORMANCE
CLI-FLAG-001,policy,L1,cmd/jcs-canon/main.go,parseFlags,73,cmd/jcs-canon/main_test.go,TestParseFlagsUnknownOption,TEST
CLI-FLAG-001,policy,L1,cmd/jcs-canon/main.go,parseFlags,73,cmd/jcs-canon/main_test.go,TestParseFlagsDoubleDashRejected,TEST
CLI-FLAG-001,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-FLAG-001,CONFORMANCE
CLI-FLAG-002,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-FLAG-002,CONFORMANCE
CLI-FLAG-003,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunTopLevelHelpExitZero,TEST
CLI-FLAG-003,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunSubcommandHelpExitZeroStdout,TEST
CLI-FLAG-003,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-FLAG-003,CONFORMANCE
CLI-FLAG-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunTopLevelVersionExitZero,TEST
CLI-FLAG-004,policy,L1,cmd/jcs-canon/main.go,run,34,cmd/jcs-canon/main_test.go,TestRunTopLevelEmitToolIdentityExitZero,TEST
CLI-FLAG-004,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-FLAG-004,CONFORMANCE
CLI-FLAG-005,policy,L1,cmd/jcs-canon/main.go,parseFlags,73,cmd/jcs-canon/main_test.go,TestCanonicalizeAcceptsLinesFlag,TEST
CLI-FLAG-005,policy,L1,cmd/jcs-canon/main.go,parseFlags,73,cmd/jcs-canon/main_test.go,TestVerifyAcceptsLinesFlag,TEST
CLI-FLAG-005,policy,L3,cmd/jcs-canon/main.go,parseFlags,73,conformance/harness_test.go,TestConformanceRequirements/CLI-FLAG-005,CONFORMANCE
CLI-IO-001,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-IO-001,CONFORMANCE
CLI-IO-002,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-IO-002,CONFORMANCE
CLI-IO-003,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-IO-003,CONFORMANCE
CLI-IO-004,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-IO-004,CONFORMANCE
CLI-IO-005,policy,L3,cmd/jcs-canon/main.go,run,34,conformance/harness_test.go,TestConformanceRequirements/CLI-IO-005,CONFORMANCE
CLI-CLASS-001,policy,L1,cmd/jcs-canon/main.go,writeClassifiedError,207,cmd/jcs-canon/main_test.go,TestRunVerifyNotCanonicalIncludesClass,TEST
CLI-CLASS-001,policy,L1,cmd/jcs-canon/main.go,writeClassifiedError,207,cmd/jcs-canon/main_test.go,TestVerifyStderrFormatMatchesCanonicalize,TEST
CLI-CLASS-001,policy,L3,cmd/jcs-canon/main.go,writeClassifiedError,207,conformance/harness_test.go,TestConformanceRequirements/CLI-CLASS-001,CONFORMANCE
ABI-PARITY-001,policy,L1,conformance/harness_test.go,checkABIManifestBehaviorParity,2373,conformance/harness_test.go,TestABIManifestBehaviorParity,TEST
ABI-PARITY-001,policy,L3,conformance/harness_test.go,checkABIManifestBehaviorParity,2373,conformance/harness_test.go,TestConformanceRequirements/ABI-PARITY-001,CONFORMANCE
SUPPLY-PIN-001,policy,L1,conformance/harness_test.go,checkGitHubActionsPinnedBySHA,2404,conformance/harness_test.go,TestGitHubActionsPinnedBySHA,TEST
SUPPLY-PIN-001,policy,L3,conformance/harness_test.go,checkGitHubActionsPinnedBySHA,2404,conformance/harness_test.go,TestConformanceRequirements/SUPPLY-PIN-001,CONFORMANCE
SUPPLY-PROV-001,policy,L1,conformance/harness_test.go,checkReleaseWorkflowVerificationArtifacts,2438,conformance/harness_test.go,TestReleaseWorkflowVerificationArtifacts,TEST
SUPPLY-PROV-001,policy,L3,conformance/harness_test.go,checkReleaseWorkflowVerificationArtifacts,2438,conformance/harness_test.go,TestConformanceRequirements/SUPPLY-PROV-001,CONFORMANCE
GOV-DUR-001,policy,L1,conformance/harness_test.go,checkGovernanceDurabilityClausesPresent,2778,conformance/harness_test.go,TestGovernanceDurabilityClausesPresent,TEST
GOV-DUR-001,policy,L3,conformance/harness_test.go,checkGovernanceDurabilityClausesPresent,2778,conformance/harness_test.go,TestConformanceRequirements/GOV-DUR-001,CONFORMANCE
TRACE-LINK-001,policy,L1,conformance/harness_test.go,checkBehaviorTestsLinkedToRequirements,1867,conformance/harness_test.go,TestBehaviorTestsLinkedToRequirements,TEST
TRACE-LINK-001,policy,L3,conformance/harness_test.go,checkBehaviorTestsLinkedToRequirements,1867,conformance/harness_test.go,TestConformanceRequirements/TRACE-LINK-001,CONFORMANCE
TRACE-LINK-002,policy,L1,conformance/harness_test.go,checkMatrixCSVMirrorParity,1911,conformance/harness_test.go,TestMatrixCSVMirrorParity,TEST
TRACE-LINK-002,policy,L3,conformance/harness_test.go,checkMatrixCSVMirrorParity,1911,conformance/harness_test.go,TestConformanceRequirements/TRACE-LINK-002,CONFORMANCE
TRACE-LINK-003,policy,L1,conformance/harness_test.go,checkMatrixJSONLMirrorParity,1918,conformance/harness_test.go,TestMatrixJSONLMirrorParity,TEST
TRACE-LINK-003,policy,L3,conformance/harness_test.go,checkMatrixJSONLMirrorParity,1918,conformance/harness_test.go,TestConformanceRequirements/TRACE-LINK-003,CONFORMANCE
TRACE-LINK-004,policy,L1,conformance/harness_test.go,checkTraceabilityArtifactsFailClosed,1925,conformance/harness_test.go,TestTraceabilityArtifactsFailClosed,TEST
TRACE-LINK-004,policy,L3,conformance/harness_test.go,checkTraceabilityArtifactsFailClosed,1925,conformance/harness_test.go,TestConformanceRequirements/TRACE-LINK-004,CONFORMANCE
LINT-CI-001,policy,L1,conformance/harness_test.go,checkCILintGateEnforced,2466,conformance/harness_test.go,TestCILintGateEnforced,TEST
LINT-CI-001,policy,L3,conformance/harness_test.go,checkCILintGateEnforced,2466,conformance/harness_test.go,TestConformanceRequirements/LINT-CI-001,CONFORMANCE
LINT-GATE-001,policy,L1,conformance/harness_test.go,checkLocalMandatoryLintGate,2482,conformance/harness_test.go,TestLocalMandatoryLintGate,TEST
LINT-GATE-001,policy,L3,conformance/harness_test.go,checkLocalMandatoryLintGate,2482,conformance/harness_test.go,TestConformanceRequirements/LINT-GATE-001,CONFORMANCE
LINT-CONFIG-001,policy,L1,conformance/harness_test.go,checkGolangCILintConfigStrict,2504,conformance/harness_test.go,TestGolangCILintConfigStrict,TEST
LINT-CONFIG-001,policy,L3,conformance/harness_test.go,checkGolangCILintConfigStrict,2504,conformance/harness_test.go,TestConformanceRequirements/LINT-CONFIG-001,CONFORMANCE
LINT-NOLINT-001,policy,L1,conformance/harness_test.go,checkNolintDirectiveDiscipline,2544,conformance/harness_test.go,TestNolintDirectiveDiscipline,TEST
LINT-NOLINT-001,policy,L3,conformance/harness_test.go,checkNolintDirectiveDiscipline,2544,conformance/harness_test.go,TestConformanceRequirements/LINT-NOLINT-001,CONFORMANCE
LINT-NOLINT-002,policy,L1,conformance/harness_test.go,checkNolintInventoryArtifact,2591,conformance/harness_test.go,TestNolintInventoryArtifact,TEST
LINT-NOLINT-002,policy,L3,conformance/harness_test.go,checkNolintInventoryArtifact,2591,conformance/harness_test.go,TestConformanceRequirements/LINT-NOLINT-002,CONFORMANCE
OFFLINE-MATRIX-001,policy,L1,offline/replay/config.go,ValidateMatrix,125,offline/replay/config_test.go,TestLoadMatrix_OFFLINE_MATRIX_001,TEST
OFFLINE-MATRIX-001,policy,L3,conformance/harness_test.go,checkOfflineMatrixManifestPresent,2793,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-MATRIX-001,CONFORMANCE
OFFLINE-COLD-001,policy,L1,offline/replay/config.go,ValidateProfile,175,offline/replay/config_test.go,TestLoadProfile_OFFLINE_COLD_001,TEST
OFFLINE-COLD-001,policy,L3,conformance/harness_test.go,checkOfflineProfileColdReplayPolicy,2811,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-COLD-001,CONFORMANCE
OFFLINE-EVIDENCE-001,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleParity,TEST
OFFLINE-EVIDENCE-001,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleRejectsTamperedMetadata,TEST
OFFLINE-EVIDENCE-001,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleRejectsMalformedNodeDigestTokens,TEST
OFFLINE-EVIDENCE-001,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleRejectsMalformedAggregateDigestTokens,TEST
OFFLINE-EVIDENCE-001,policy,L3,conformance/harness_test.go,checkOfflineEvidenceSchemaAndVerifyCLI,2895,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-EVIDENCE-001,CONFORMANCE
OFFLINE-BUNDLE-001,policy,L1,offline/replay/bundle.go,CreateBundle,61,offline/replay/bundle_test.go,TestCreateBundleIsByteDeterministic,TEST
OFFLINE-BUNDLE-001,policy,L3,conformance/harness_test.go,checkOfflineBundleByteDeterminism,2826,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-BUNDLE-001,CONFORMANCE
OFFLINE-GATE-001,policy,L1,offline/conformance/harness_test.go,TestOfflineReleaseGateDocumentation,254,offline/conformance/harness_test.go,TestOfflineReleaseGateDocumentation,TEST
OFFLINE-GATE-001,policy,L3,conformance/harness_test.go,checkOfflineReleaseGatePolicy,2913,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-GATE-001,CONFORMANCE
OFFLINE-ARCH-001,policy,L1,offline/replay/config.go,ValidateReleaseArchitecture,198,offline/replay/config_test.go,TestValidateReleaseArchitecture_OFFLINE_ARCH_001,TEST
OFFLINE-ARCH-001,policy,L1,offline/replay/config.go,ValidateReleaseArchitecture,198,offline/replay/config_test.go,TestLoadArm64Matrix_OFFLINE_ARCH_001,TEST
OFFLINE-ARCH-001,policy,L3,conformance/harness_test.go,checkOfflineArchScopeDualArch,2938,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-ARCH-001,CONFORMANCE
OFFLINE-LOCAL-001,policy,L1,cmd/jcs-offline-replay/offline_harness.go,cmdCrossArch,117,cmd/jcs-offline-replay/offline_harness_test.go,TestBuildCrossArchReport,TEST
OFFLINE-LOCAL-001,policy,L1,cmd/jcs-offline-replay/offline_harness.go,runOfficialES6100MGate,645,cmd/jcs-offline-replay/offline_harness_test.go,TestBuildAuditSummary,TEST
OFFLINE-LOCAL-001,policy,L3,conformance/harness_test.go,checkOfflineLocalProofCLI,2968,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-LOCAL-001,CONFORMANCE
OFFLINE-EVIDENCE-002,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleInfraBoundV1Parity,TEST
OFFLINE-EVIDENCE-002,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleNativeHostV1Parity,TEST
OFFLINE-EVIDENCE-002,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleInfraBindingRequiresDiscoveredFields,TEST
OFFLINE-EVIDENCE-002,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleNativeHostRequiresMeasuredFields,TEST
OFFLINE-EVIDENCE-002,policy,L1,cmd/jcs-offline-worker/main.go,discoverCPU,788,offline/replay/evidence_test.go,TestValidateEvidenceBundleInfraBoundV1Parity,TEST
OFFLINE-EVIDENCE-002,policy,L1,cmd/jcs-offline-worker/main.go,discoverKernel,808,offline/replay/evidence_test.go,TestValidateEvidenceBundleInfraBoundV1Parity,TEST
OFFLINE-EVIDENCE-002,policy,L3,conformance/harness_test.go,checkOfflineEvidenceV1InfraSchemaPresent,2985,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-EVIDENCE-002,CONFORMANCE
OFFLINE-INFRA-001,policy,L1,offline/replay/infra_manifest.go,ValidateInfraManifest,96,offline/replay/infra_manifest_test.go,TestValidateInfraManifest,TEST
OFFLINE-INFRA-001,policy,L1,offline/replay/infra_manifest.go,ValidateInfraManifest,96,offline/replay/infra_manifest_test.go,TestValidateInfraManifestRejectsInvalid,TEST
OFFLINE-INFRA-001,policy,L1,offline/replay/infra_manifest.go,LoadInfraManifest,77,offline/replay/infra_manifest_test.go,TestLoadInfraManifest,TEST
OFFLINE-INFRA-001,policy,L1,offline/conformance/harness_test.go,validateInfraManifestForGate,413,offline/conformance/harness_test.go,TestOfflineReplayEvidenceReleaseGate,TEST
OFFLINE-INFRA-001,policy,L3,conformance/harness_test.go,checkOfflineInfraManifestSchemaPresent,3004,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-INFRA-001,CONFORMANCE
OFFLINE-INFRA-002,policy,L3,conformance/harness_test.go,checkOfflineInfraManifestFieldProvenanceDocs,3026,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-INFRA-002,CONFORMANCE
OFFLINE-TOOLCHAIN-001,policy,L1,offline/replay/toolchain_lock.go,LoadToolchainLock,52,offline/replay/toolchain_lock_test.go,TestLoadToolchainLock,TEST
OFFLINE-TOOLCHAIN-001,policy,L1,cmd/jcs-offline-replay/toolchain.go,cmdSyncToolchain,36,cmd/jcs-offline-replay/toolchain_test.go,TestCmdSyncToolchainAndCollectEvidence,TEST
OFFLINE-TOOLCHAIN-001,policy,L1,cmd/jcs-offline-replay/toolchain.go,collectToolchainEvidence,68,cmd/jcs-offline-replay/toolchain_test.go,TestCmdSyncToolchainAndCollectEvidence,TEST
OFFLINE-TOOLCHAIN-001,policy,L3,conformance/harness_test.go,checkOfflineToolchainLockPresent,3043,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-TOOLCHAIN-001,CONFORMANCE
OFFLINE-AUTO-001,policy,L1,cmd/jcs-offline-replay/server_evidence.go,runServerEvidence,206,cmd/jcs-offline-replay/server_evidence_test.go,TestBuildRemoteReplaySSMCommandNativeVM,TEST
OFFLINE-AUTO-001,policy,L3,conformance/harness_test.go,checkOfflineGoNativeServerAutomation,3501,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-AUTO-001,CONFORMANCE
OFFLINE-SOURCE-001,policy,L1,cmd/jcs-offline-replay/server_evidence.go,validateCleanGitWorktree,1142,cmd/jcs-offline-replay/conformance_remediation_test.go,TestGitReferenceAndAdapterHelpers,TEST
OFFLINE-SOURCE-001,policy,L3,conformance/harness_test.go,checkOfflineSourceRequiresCleanWorktree,3067,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-SOURCE-001,CONFORMANCE
OFFLINE-SOURCE-002,policy,L1,cmd/jcs-offline-replay/server_evidence.go,newServerEvidenceRuntime,334,cmd/jcs-offline-replay/conformance_additional_test.go,TestNewServerEvidenceRuntimeSuccess,TEST
OFFLINE-SOURCE-002,policy,L3,conformance/harness_test.go,checkOfflineSourceUsesDetachedWorktree,3077,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-SOURCE-002,CONFORMANCE
OFFLINE-SOURCE-003,policy,L3,conformance/harness_test.go,checkOfflineSourceCommitParityGuard,3086,conformance/harness_test.go,TestConformanceRequirements/OFFLINE-SOURCE-003,CONFORMANCE
OFFLINE-SERVER-001,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleInfraBindingRequiresManifest,TEST
OFFLINE-SERVER-001,policy,L1,offline/replay/evidence.go,ValidateEvidenceBundle,164,offline/replay/evidence_test.go,TestValidateEvidenceBundleNativeHostManifestMismatch,TEST
OFFLINE-SERVER-001,policy,L1,offline/conformance/harness_test.go,profileRequiresInfraBinding,437,offline/conformance/harness_test.go,TestOfflineServerProfileContract,TEST
