0000000000000055,4.2e-322
0000000000000056,4.25e-322
0000000000000057,4.3e-322
0000000000000058,4.35e-322
0000000000000059,4.4e-322
000000000000005a,4.45e-322
000000000000005b,4.5e-322
000000000000005c,4.55e-322
000000000000005d,4.6e-322
000000000000005e,4.64e-322
000000000000005f,4.7e-322
0000000000000060,4.74e-322
0000000000000061,4.8e-322
0000000000000062,4.84e-322
0000000000000063,4.9e-322
0000000000000064,4.94e-322
0000000000000065,5e-322
0000000000000066,5.04e-322
0000000000000067,5.1e-322
0000000000000068,5.14e-322
0000000000000069,5.2e-322
000000000000006a,5.24e-322
000000000000006b,5.3e-322
000000000000006c,5.34e-322
000000000000006d,5.4e-322
000000000000006e,5.43e-322
000000000000006f,5.5e-322
0000000000000070,5.53e-322
0000000000000071,5.6e-322
0000000000000072,5.63e-322
0000000000000073,5.7e-322
0000000000000074,5.73e-322
0000000000000075,5.8e-322
0000000000000076,5.83e-322
0000000000000077,5.9e-322
0000000000000078,5.93e-322
0000000000000079,6e-322
000000000000007a,6.03e-322
000000000000007b,6.1e-322
000000000000007c,6.13e-322
000000000000007d,6.2e-322
000000000000007e,6.23e-322
000000000000007f,6.27e-322
0000000000000080,6.3e-322
0000000000000081,6.37e-322
0000000000000082,6.4e-322
0000000000000083,6.47e-322
0000000000000084,6.5e-322
0000000000000085,6.57e-322
0000000000000086,6.6e-322
0000000000000087,6.67e-322
0000000000000088,6.7e-322
0000000000000089,6.77e-322
000000000000008a,6.8e-322
000000000000008b,6.87e-322
000000000000008c,6.9e-322
000000000000008d,6.97e-322
000000000000008e,7e-322
000000000000008f,7.07e-322
0000000000000090,7.1e-322
0000000000000091,7.16e-322
0000000000000092,7.2e-322
0000000000000093,7.26e-322
0000000000000094,7.3e-322
0000000000000095,7.36e-322
0000000000000096,7.4e-322
0000000000000097,7.46e-322
0000000000000098,7.5e-322
0000000000000099,7.56e-322
000000000000009a,7.6e-322
000000000000009b,7.66e-322
000000000000009c,7.7e-322
000000000000009d,7.76e-322
000000000000009e,7.8e-322
000000000000009f,7.86e-322
00000000000000a0,7.9e-322
00000000000000a1,7.95e-322
00000000000000a2,8e-322
00000000000000a3,8.05e-322
00000000000000a4,8.1e-322
00000000000000a5,8.15e-322
00000000000000a6,8.2e-322
00000000000000a7,8.25e-322
00000000000000a8,8.3e-322
00000000000000a9,8.35e-322
00000000000000aa,8.4e-322
00000000000000ab,8.45e-322
00000000000000ac,8.5e-322
00000000000000ad,8.55e-322
00000000000000ae,8.6e-322
00000000000000af,8.65e-322
00000000000000b0,8.7e-322
00000000000000b1,8.74e-322
00000000000000b2,8.8e-322
00000000000000b3,8.84e-322
00000000000000b4,8.9e-322
00000000000000b5,8.94e-322
00000000000000b6,9e-322
00000000000000b7,9.04e-322
00000000000000b8,9.1e-322
00000000000000b9,9.14e-322
00000000000000ba,9.2e-322
00000000000000bb,9.24e-322
00000000000000bc,9.3e-322
00000000000000bd,9.34e-322
00000000000000be,9.4e-322
00000000000000bf,9.44e-322
00000000000000c0,9.5e-322
00000000000000c1,9.54e-322
00000000000000c2,9.6e-322
00000000000000c3,9.63e-322
00000000000000c4,9.7e-322
00000000000000c5,9.73e-322
00000000000000c6,9.8e-322
00000000000000c7,9.83e-322
00000000000000c8,9.9e-322
00000000000000c9,9.93e-322
00000000000000ca,1e-321
00000000000000cb,1.003e-321
00000000000000cc,1.01e-321
00000000000000cd,1.013e-321
00000000000000ce,1.02e-321
00000000000000cf,1.023e-321
00000000000000d0,1.03e-321
00000000000000d1,1.033e-321
00000000000000d2,1.04e-321
00000000000000d3,1.042e-321
00000000000000d4,1.047e-321
00000000000000d5,1.05e-321
00000000000000d6,1.057e-321
00000000000000d7,1.06e-321
00000000000000d8,1.067e-321
00000000000000d9,1.07e-321
00000000000000da,1.077e-321
00000000000000db,1.08e-321
00000000000000dc,1.087e-321
00000000000000dd,1.09e-321
00000000000000de,1.097e-321
00000000000000df,1.1e-321
00000000000000e0,1.107e-321
00000000000000e1,1.11e-321
00000000000000e2,1.117e-321
00000000000000e3,1.12e-321
00000000000000e4,1.126e-321
00000000000000e5,1.13e-321
00000000000000e6,1.136e-321
00000000000000e7,1.14e-321
00000000000000e8,1.146e-321
00000000000000e9,1.15e-321
00000000000000ea,1.156e-321
00000000000000eb,1.16e-321
00000000000000ec,1.166e-321
00000000000000ed,1.17e-321
00000000000000ee,1.176e-321
00000000000000ef,1.18e-321
00000000000000f0,1.186e-321
00000000000000f1,1.19e-321
00000000000000f2,1.196e-321
00000000000000f3,1.2e-321
00000000000000f4,1.206e-321
00000000000000f5,1.21e-321
00000000000000f6,1.215e-321
00000000000000f7,1.22e-321
00000000000000f8,1.225e-321
00000000000000f9,1.23e-321
00000000000000fa,1.235e-321
00000000000000fb,1.24e-321
00000000000000fc,1.245e-321
00000000000000fd,1.25e-321
00000000000000fe,1.255e-321
00000000000000ff,1.26e-321
0000000000000100,1.265e-321
0000000000000101,1.27e-321
0000000000000102,1.275e-321
0000000000000103,1.28e-321
0000000000000104,1.285e-321
0000000000000105,1.29e-321
0000000000000106,1.294e-321
0000000000000107,1.3e-321
0000000000000108,1.304e-321
0000000000000109,1.31e-321
000000000000010a,1.314e-321
000000000000010b,1.32e-321
000000000000010c,1.324e-321
000000000000010d,1.33e-321
000000000000010e,1.334e-321
000000000000010f,1.34e-321
0000000000000110,1.344e-321
0000000000000111,1.35e-321
0000000000000112,1.354e-321
0000000000000113,1.36e-321
0000000000000114,1.364e-321
0000000000000115,1.37e-321
0000000000000116,1.374e-321
0000000000000117,1.38e-321
0000000000000118,1.383e-321
0000000000000119,1.39e-321
000000000000011a,1.393e-321
000000000000011b,1.4e-321
000000000000011c,1.403e-321
000000000000011d,1.41e-321
000000000000011e,1.413e-321
000000000000011f,1.42e-321
0000000000000120,1.423e-321
0000000000000121,1.43e-321
0000000000000122,1.433e-321
0000000000000123,1.44e-321
0000000000000124,1.443e-321
0000000000000125,1.45e-321
0000000000000126,1.453e-321
0000000000000127,1.457e-321
0000000000000128,1.46e-321
0000000000000129,1.467e-321
000000000000012a,1.47e-321
000000000000012b,1.477e-321
000000000000012c,1.48e-321
000000000000012d,1.487e-321
000000000000012e,1.49e-321
000000000000012f,1.497e-321
0000000000000130,1.5e-321
0000000000000131,1.507e-321
0000000000000132,1.51e-321
0000000000000133,1.517e-321
0000000000000134,1.52e-321
0000000000000135,1.527e-321
0000000000000136,1.53e-321
0000000000000137,1.537e-321
0000000000000138,1.54e-321
0000000000000139,1.546e-321
000000000000013a,1.55e-321
000000000000013b,1.556e-321
000000000000013c,1.56e-321
000000000000013d,1.566e-321
000000000000013e,1.57e-321
000000000000013f,1.576e-321
0000000000000140,1.58e-321
0000000000000141,1.586e-321
0000000000000142,1.59e-321
0000000000000143,1.596e-321
0000000000000144,1.6e-321
0000000000000145,1.606e-321
0000000000000146,1.61e-321
0000000000000147,1.616e-321
0000000000000148,1.62e-321
0000000000000149,1.625e-321
000000000000014a,1.63e-321
000000000000014b,1.635e-321
000000000000014c,1.64e-321
000000000000014d,1.645e-321
000000000000014e,1.65e-321
000000000000014f,1.655e-321
0000000000000150,1.66e-321
0000000000000151,1.665e-321
0000000000000152,1.67e-321
0000000000000153,1.675e-321
0000000000000154,1.68e-321
0000000000000155,1.685e-321
0000000000000156,1.69e-321
0000000000000157,1.695e-321
0000000000000158,1.7e-321
0000000000000159,1.705e-321
000000000000015a,1.71e-321
000000000000015b,1.714e-321
000000000000015c,1.72e-321
000000000000015d,1.724e-321
000000000000015e,1.73e-321
000000000000015f,1.734e-321
0000000000000160,1.74e-321
0000000000000161,1.744e-321
0000000000000162,1.75e-321
0000000000000163,1.754e-321
0000000000000164,1.76e-321
0000000000000165,1.764e-321
0000000000000166,1.77e-321
0000000000000167,1.774e-321
0000000000000168,1.78e-321
0000000000000169,1.784e-321
000000000000016a,1.79e-321
000000000000016b,1.793e-321
000000000000016c,1.8e-321
000000000000016d,1.803e-321
000000000000016e,1.81e-321
000000000000016f,1.813e-321
0000000000000170,1.82e-321
0000000000000171,1.823e-321
0000000000000172,1.83e-321
0000000000000173,1.833e-321
0000000000000174,1.84e-321
0000000000000175,1.843e-321
0000000000000176,1.85e-321
0000000000000177,1.853e-321
0000000000000178,1.86e-321
0000000000000179,1.863e-321
000000000000017a,1.87e-321
000000000000017b,1.873e-321
000000000000017c,1.877e-321
000000000000017d,1.88e-321
000000000000017e,1.887e-321
000000000000017f,1.89e-321
0000000000000180,1.897e-321
0000000000000181,1.9e-321
0000000000000182,1.907e-321
0000000000000183,1.91e-321
0000000000000184,1.917e-321
0000000000000185,1.92e-321
0000000000000186,1.927e-321
0000000000000187,1.93e-321
0000000000000188,1.937e-321
0000000000000189,1.94e-321
000000000000018a,1.947e-321
000000000000018b,1.95e-321
000000000000018c,1.956e-321
000000000000018d,1.96e-321
000000000000018e,1.966e-321
000000000000018f,1.97e-321
0000000000000190,1.976e-321
0000000000000191,1.98e-321
0000000000000192,1.986e-321
0000000000000193,1.99e-321
0000000000000194,1.996e-321
0000000000000195,2e-321
0000000000000196,2.006e-321
0000000000000197,2.01e-321
0000000000000198,2.016e-321
0000000000000199,2.02e-321
000000000000019a,2.026e-321
000000000000019b,2.03e-321
000000000000019c,2.036e-321
000000000000019d,2.04e-321
000000000000019e,2.045e-321
000000000000019f,2.05e-321
00000000000001a0,2.055e-321
00000000000001a1,2.06e-321
00000000000001a2,2.065e-321
00000000000001a3,2.07e-321
00000000000001a4,2.075e-321
00000000000001a5,2.08e-321
00000000000001a6,2.085e-321
00000000000001a7,2.09e-321
00000000000001a8,2.095e-321
00000000000001a9,2.1e-321
00000000000001aa,2.105e-321
00000000000001ab,2.11e-321
00000000000001ac,2.115e-321
00000000000001ad,2.12e-321
00000000000001ae,2.124e-321
00000000000001af,2.13e-321
00000000000001b0,2.134e-321
00000000000001b1,2.14e-321
00000000000001b2,2.144e-321
00000000000001b3,2.15e-321
00000000000001b4,2.154e-321
00000000000001b5,2.16e-321
00000000000001b6,2.164e-321
00000000000001b7,2.17e-321
00000000000001b8,2.174e-321
00000000000001b9,2.18e-321
00000000000001ba,2.184e-321
00000000000001bb,2.19e-321
00000000000001bc,2.194e-321
00000000000001bd,2.2e-321
00000000000001be,2.204e-321
00000000000001bf,2.21e-321
00000000000001c0,2.213e-321
00000000000001c1,2.22e-321
00000000000001c2,2.223e-321
00000000000001c3,2.23e-321
00000000000001c4,2.233e-321
00000000000001c5,2.24e-321
00000000000001c6,2.243e-321
00000000000001c7,2.25e-321
00000000000001c8,2.253e-321
00000000000001c9,2.26e-321
00000000000001ca,2.263e-321
00000000000001cb,2.27e-321
00000000000001cc,2.273e-321
00000000000001cd,2.28e-321
00000000000001ce,2.283e-321
00000000000001cf,2.288e-321
00000000000001d0,2.29e-321
00000000000001d1,2.297e-321
00000000000001d2,2.3e-321
00000000000001d3,2.307e-321
00000000000001d4,2.31e-321
00000000000001d5,2.317e-321
00000000000001d6,2.32e-321
00000000000001d7,2.327e-321
00000000000001d8,2.33e-321
00000000000001d9,2.337e-321
00000000000001da,2.34e-321
00000000000001db,2.347e-321
00000000000001dc,2.35e-321
00000000000001dd,2.357e-321
00000000000001de,2.36e-321
00000000000001df,2.367e-321
00000000000001e0,2.37e-321
00000000000001e1,2.376e-321
00000000000001e2,2.38e-321
00000000000001e3,2.386e-321
00000000000001e4,2.39e-321
00000000000001e5,2.396e-321
00000000000001e6,2.4e-321
00000000000001e7,2.406e-321
00000000000001e8,2.41e-321
00000000000001e9,2.416e-321
00000000000001ea,2.42e-321
00000000000001eb,2.426e-321
00000000000001ec,2.43e-321
00000000000001ed,2.436e-321
00000000000001ee,2.44e-321
00000000000001ef,2.446e-321
00000000000001f0,2.45e-321
00000000000001f1,2.456e-321
00000000000001f2,2.46e-321
00000000000001f3,2.465e-321
00000000000001f4,2.47e-321
00000000000001f5,2.475e-321
00000000000001f6,2.48e-321
00000000000001f7,2.485e-321
00000000000001f8,2.49e-321
00000000000001f9,2.495e-321
00000000000001fa,2.5e-321
00000000000001fb,2.505e-321
00000000000001fc,2.51e-321
00000000000001fd,2.515e-321
00000000000001fe,2.52e-321
00000000000001ff,2.525e-321
0000000000000200,2.53e-321
0000000000000201,2.535e-321
0000000000000202,2.54e-321
0000000000000203,2.544e-321
0000000000000204,2.55e-321
0000000000000205,2.554e-321
0000000000000206,2.56e-321
0000000000000207,2.564e-321
0000000000000208,2.57e-321
0000000000000209,2.574e-321
000000000000020a,2.58e-321
000000000000020b,2.584e-321
000000000000020c,2.59e-321
000000000000020d,2.594e-321
000000000000020e,2.6e-321
000000000000020f,2.604e-321
0000000000000210,2.61e-321
0000000000000211,2.614e-321
0000000000000212,2.62e-321
0000000000000213,2.623e-321
0000000000000214,2.63e-321
0000000000000215,2.633e-321
0000000000000216,2.64e-321
0000000000000217,2.643e-321
0000000000000218,2.65e-321
0000000000000219,2.653e-321
000000000000021a,2.66e-321
000000000000021b,2.663e-321
000000000000021c,2.67e-321
000000000000021d,2.673e-321
000000000000021e,2.68e-321
000000000000021f,2.683e-321
0000000000000220,2.69e-321
0000000000000221,2.693e-321
0000000000000222,2.7e-321
0000000000000223,2.703e-321
0000000000000224,2.707e-321
0000000000000225,2.71e-321
0000000000000226,2.717e-321
0000000000000227,2.72e-321
0000000000000228,2.727e-321
0000000000000229,2.73e-321
000000000000022a,2.737e-321
000000000000022b,2.74e-321
000000000000022c,2.747e-321
000000000000022d,2.75e-321
000000000000022e,2.757e-321
000000000000022f,2.76e-321
0000000000000230,2.767e-321
0000000000000231,2.77e-321
0000000000000232,2.777e-321
0000000000000233,2.78e-321
0000000000000234,2.787e-321
0000000000000235,2.79e-321
0000000000000236,2.796e-321
0000000000000237,2.8e-321
0000000000000238,2.806e-321
0000000000000239,2.81e-321
000000000000023a,2.816e-321
000000000000023b,2.82e-321
000000000000023c,2.826e-321
000000000000023d,2.83e-321
000000000000023e,2.836e-321
000000000000023f,2.84e-321
0000000000000240,2.846e-321
0000000000000241,2.85e-321
0000000000000242,2.856e-321
0000000000000243,2.86e-321
0000000000000244,2.866e-321
0000000000000245,2.87e-321
0000000000000246,2.875e-321
0000000000000247,2.88e-321
0000000000000248,2.885e-321
0000000000000249,2.89e-321
000000000000024a,2.895e-321
000000000000024b,2.9e-321
000000000000024c,2.905e-321
000000000000024d,2.91e-321
000000000000024e,2.915e-321
000000000000024f,2.92e-321
0000000000000250,2.925e-321
0000000000000251,2.93e-321
0000000000000252,2.935e-321
0000000000000253,2.94e-321
0000000000000254,2.945e-321
0000000000000255,2.95e-321
0000000000000256,2.955e-321
0000000000000257,2.96e-321
0000000000000258,2.964e-321
0000000000000259,2.97e-321
000000000000025a,2.974e-321
000000000000025b,2.98e-321
000000000000025c,2.984e-321
000000000000025d,2.99e-321
000000000000025e,2.994e-321
000000000000025f,3e-321
0000000000000260,3.004e-321
0000000000000261,3.01e-321
0000000000000262,3.014e-321
0000000000000263,3.02e-321
0000000000000264,3.024e-321
0000000000000265,3.03e-321
0000000000000266,3.034e-321
0000000000000267,3.04e-321
0000000000000268,3.043e-321
0000000000000269,3.05e-321
000000000000026a,3.053e-321
000000000000026b,3.06e-321
000000000000026c,3.063e-321
000000000000026d,3.07e-321
000000000000026e,3.073e-321
000000000000026f,3.08e-321
0000000000000270,3.083e-321
0000000000000271,3.09e-321
0000000000000272,3.093e-321
0000000000000273,3.1e-321
0000000000000274,3.103e-321
0000000000000275,3.11e-321
0000000000000276,3.113e-321
0000000000000277,3.12e-321
0000000000000278,3.122e-321
0000000000000279,3.127e-321
000000000000027a,3.13e-321
000000000000027b,3.137e-321
000000000000027c,3.14e-321
000000000000027d,3.147e-321
000000000000027e,3.15e-321
000000000000027f,3.157e-321
0000000000000280,3.16e-321
0000000000000281,3.167e-321
0000000000000282,3.17e-321
0000000000000283,3.177e-321
0000000000000284,3.18e-321
0000000000000285,3.187e-321
0000000000000286,3.19e-321
0000000000000287,3.197e-321
0000000000000288,3.2e-321
0000000000000289,3.206e-321
000000000000028a,3.21e-321
000000000000028b,3.216e-321
000000000000028c,3.22e-321
000000000000028d,3.226e-321
000000000000028e,3.23e-321
000000000000028f,3.236e-321
0000000000000290,3.24e-321
0000000000000291,3.246e-321
0000000000000292,3.25e-321
0000000000000293,3.256e-321
0000000000000294,3.26e-321
0000000000000295,3.266e-321
0000000000000296,3.27e-321
0000000000000297,3.276e-321
0000000000000298,3.28e-321
0000000000000299,3.286e-321
000000000000029a,3.29e-321
000000000000029b,3.295e-321
000000000000029c,3.3e-321
000000000000029d,3.305e-321
000000000000029e,3.31e-321
000000000000029f,3.315e-321
00000000000002a0,3.32e-321
00000000000002a1,3.325e-321
00000000000002a2,3.33e-321
00000000000002a3,3.335e-321
00000000000002a4,3.34e-321
00000000000002a5,3.345e-321
00000000000002a6,3.35e-321
00000000000002a7,3.355e-321
00000000000002a8,3.36e-321
00000000000002a9,3.365e-321
00000000000002aa,3.37e-321
00000000000002ab,3.374e-321
00000000000002ac,3.38e-321
00000000000002ad,3.384e-321
00000000000002ae,3.39e-321
00000000000002af,3.394e-321
00000000000002b0,3.4e-321
00000000000002b1,3.404e-321
00000000000002b2,3.41e-321
00000000000002b3,3.414e-321
00000000000002b4,3.42e-321
00000000000002b5,3.424e-321
00000000000002b6,3.43e-321
00000000000002b7,3.434e-321
00000000000002b8,3.44e-321
00000000000002b9,3.444e-321
00000000000002ba,3.45e-321
00000000000002bb,3.454e-321
00000000000002bc,3.46e-321
00000000000002bd,3.463e-321
00000000000002be,3.47e-321
00000000000002bf,3.473e-321
00000000000002c0,3.48e-321
00000000000002c1,3.483e-321
00000000000002c2,3.49e-321
00000000000002c3,3.493e-321
00000000000002c4,3.5e-321
00000000000002c5,3.503e-321
00000000000002c6,3.51e-321
00000000000002c7,3.513e-321
00000000000002c8,3.52e-321
00000000000002c9,3.523e-321
00000000000002ca,3.53e-321
00000000000002cb,3.533e-321
00000000000002cc,3.538e-321
00000000000002cd,3.54e-321
00000000000002ce,3.547e-321
00000000000002cf,3.55e-321
00000000000002d0,3.557e-321
00000000000002d1,3.56e-321
00000000000002d2,3.567e-321
00000000000002d3,3.57e-321
00000000000002d4,3.577e-321
00000000000002d5,3.58e-321
00000000000002d6,3.587e-321
00000000000002d7,3.59e-321
00000000000002d8,3.597e-321
00000000000002d9,3.6e-321
00000000000002da,3.607e-321
00000000000002db,3.61e-321
00000000000002dc,3.617e-321
00000000000002dd,3.62e-321
00000000000002de,3.626e-321
00000000000002df,3.63e-321
00000000000002e0,3.636e-321
00000000000002e1,3.64e-321
00000000000002e2,3.646e-321
00000000000002e3,3.65e-321
00000000000002e4,3.656e-321
00000000000002e5,3.66e-321
00000000000002e6,3.666e-321
00000000000002e7,3.67e-321
00000000000002e8,3.676e-321
00000000000002e9,3.68e-321
00000000000002ea,3.686e-321
00000000000002eb,3.69e-321
00000000000002ec,3.696e-321
00000000000002ed,3.7e-321
00000000000002ee,3.705e-321
00000000000002ef,3.71e-321
00000000000002f0,3.715e-321
00000000000002f1,3.72e-321
00000000000002f2,3.725e-321
00000000000002f3,3.73e-321
00000000000002f4,3.735e-321
00000000000002f5,3.74e-321
00000000000002f6,3.745e-321
00000000000002f7,3.75e-321
00000000000002f8,3.755e-321
00000000000002f9,3.76e-321
00000000000002fa,3.765e-321
00000000000002fb,3.77e-321
00000000000002fc,3.775e-321
00000000000002fd,3.78e-321
00000000000002fe,3.785e-321
00000000000002ff,3.79e-321
0000000000000300,3.794e-321
0000000000000301,3.8e-321
0000000000000302,3.804e-321
0000000000000303,3.81e-321
0000000000000304,3.814e-321
0000000000000305,3.82e-321
0000000000000306,3.824e-321
0000000000000307,3.83e-321
0000000000000308,3.834e-321
0000000000000309,3.84e-321
000000000000030a,3.844e-321
000000000000030b,3.85e-321
000000000000030c,3.854e-321
000000000000030d,3.86e-321
000000000000030e,3.864e-321
000000000000030f,3.87e-321
0000000000000310,3.873e-321
0000000000000311,3.88e-321
0000000000000312,3.883e-321
0000000000000313,3.89e-321
0000000000000314,3.893e-321
0000000000000315,3.9e-321
0000000000000316,3.903e-321
0000000000000317,3.91e-321
0000000000000318,3.913e-321
0000000000000319,3.92e-321
000000000000031a,3.923e-321
000000000000031b,3.93e-321
000000000000031c,3.933e-321
000000000000031d,3.94e-321
000000000000031e,3.943e-321
000000000000031f,3.95e-321
0000000000000320,3.953e-321
0000000000000321,3.957e-321
0000000000000322,3.96e-321
0000000000000323,3.967e-321
0000000000000324,3.97e-321
0000000000000325,3.977e-321
0000000000000326,3.98e-321
0000000000000327,3.987e-321
0000000000000328,3.99e-321
0000000000000329,3.997e-321
000000000000032a,4e-321
000000000000032b,4.007e-321
000000000000032c,4.01e-321
000000000000032d,4.017e-321
000000000000032e,4.02e-321
000000000000032f,4.027e-321
0000000000000330,4.03e-321
0000000000000331,4.037e-321
0000000000000332,4.04e-321
0000000000000333,4.046e-321
0000000000000334,4.05e-321
0000000000000335,4.056e-321
0000000000000336,4.06e-321
0000000000000337,4.066e-321
0000000000000338,4.07e-321
0000000000000339,4.076e-321
000000000000033a,4.08e-321
000000000000033b,4.086e-321
000000000000033c,4.09e-321
000000000000033d,4.096e-321
000000000000033e,4.1e-321
000000000000033f,4.106e-321
0000000000000340,4.11e-321
0000000000000341,4.116e-321
0000000000000342,4.12e-321
0000000000000343,4.125e-321
0000000000000344,4.13e-321
0000000000000345,4.135e-321
0000000000000346,4.14e-321
0000000000000347,4.145e-321
0000000000000348,4.15e-321
0000000000000349,4.155e-321
000000000000034a,4.16e-321
000000000000034b,4.165e-321
000000000000034c,4.17e-321
000000000000034d,4.175e-321
000000000000034e,4.18e-321
000000000000034f,4.185e-321
0000000000000350,4.19e-321
0000000000000351,4.195e-321
0000000000000352,4.2e-321
0000000000000353,4.204e-321
0000000000000354,4.21e-321
0000000000000355,4.214e-321
0000000000000356,4.22e-321
0000000000000357,4.224e-321
0000000000000358,4.23e-321
0000000000000359,4.234e-321
000000000000035a,4.24e-321
000000000000035b,4.244e-321
000000000000035c,4.25e-321
000000000000035d,4.254e-321
000000000000035e,4.26e-321
000000000000035f,4.264e-321
0000000000000360,4.27e-321
0000000000000361,4.274e-321
0000000000000362,4.28e-321
0000000000000363,4.284e-321
0000000000000364,4.29e-321
0000000000000365,4.293e-321
0000000000000366,4.3e-321
0000000000000367,4.303e-321
0000000000000368,4.31e-321
0000000000000369,4.313e-321
000000000000036a,4.32e-321
000000000000036b,4.323e-321
000000000000036c,4.33e-321
000000000000036d,4.333e-321
000000000000036e,4.34e-321
000000000000036f,4.343e-321
0000000000000370,4.35e-321
0000000000000371,4.353e-321
0000000000000372,4.36e-321
0000000000000373,4.363e-321
0000000000000374,4.37e-321
0000000000000375,4.372e-321
0000000000000376,4.377e-321
0000000000000377,4.38e-321
0000000000000378,4.387e-321
0000000000000379,4.39e-321
000000000000037a,4.397e-321
000000000000037b,4.4e-321
000000000000037c,4.407e-321
000000000000037d,4.41e-321
000000000000037e,4.417e-321
000000000000037f,4.42e-321
0000000000000380,4.427e-321
0000000000000381,4.43e-321
0000000000000382,4.437e-321
0000000000000383,4.44e-321
0000000000000384,4.447e-321
0000000000000385,4.45e-321
0000000000000386,4.456e-321
0000000000000387,4.46e-321
0000000000000388,4.466e-321
0000000000000389,4.47e-321
000000000000038a,4.476e-321
000000000000038b,4.48e-321
000000000000038c,4.486e-321
000000000000038d,4.49e-321
000000000000038e,4.496e-321
000000000000038f,4.5e-321
0000000000000390,4.506e-321
0000000000000391,4.51e-321
0000000000000392,4.516e-321
0000000000000393,4.52e-321
0000000000000394,4.526e-321
0000000000000395,4.53e-321
0000000000000396,4.536e-321
0000000000000397,4.54e-321
0000000000000398,4.545e-321
0000000000000399,4.55e-321
000000000000039a,4.555e-321
000000000000039b,4.56e-321
000000000000039c,4.565e-321
000000000000039d,4.57e-321
000000000000039e,4.575e-321
000000000000039f,4.58e-321
00000000000003a0,4.585e-321
00000000000003a1,4.59e-321
00000000000003a2,4.595e-321
00000000000003a3,4.6e-321
00000000000003a4,4.605e-321
00000000000003a5,4.61e-321
00000000000003a6,4.615e-321
00000000000003a7,4.62e-321
00000000000003a8,4.624e-321
00000000000003a9,4.63e-321
00000000000003aa,4.634e-321
00000000000003ab,4.64e-321
00000000000003ac,4.644e-321
00000000000003ad,4.65e-321
00000000000003ae,4.654e-321
00000000000003af,4.66e-321
00000000000003b0,4.664e-321
00000000000003b1,4.67e-321
00000000000003b2,4.674e-321
00000000000003b3,4.68e-321
00000000000003b4,4.684e-321
00000000000003b5,4.69e-321
00000000000003b6,4.694e-321
00000000000003b7,4.7e-321
00000000000003b8,4.704e-321
00000000000003b9,4.71e-321
00000000000003ba,4.713e-321
00000000000003bb,4.72e-321
00000000000003bc,4.723e-321
00000000000003bd,4.73e-321
00000000000003be,4.733e-321
00000000000003bf,4.74e-321
00000000000003c0,4.743e-321
00000000000003c1,4.75e-321
00000000000003c2,4.753e-321
00000000000003c3,4.76e-321
00000000000003c4,4.763e-321
00000000000003c5,4.77e-321
00000000000003c6,4.773e-321
00000000000003c7,4.78e-321
00000000000003c8,4.783e-321
00000000000003c9,4.787e-321
00000000000003ca,4.79e-321
00000000000003cb,4.797e-321
00000000000003cc,4.8e-321
00000000000003cd,4.807e-321
00000000000003ce,4.81e-321
00000000000003cf,4.817e-321
00000000000003d0,4.82e-321
00000000000003d1,4.827e-321
00000000000003d2,4.83e-321
00000000000003d3,4.837e-321
